Employee ID,Date,Total Sales Amount,Total Units Sold,Region
E023,2023-03-22,5432.78,210,West
E024,2023-02-27,2492.19,423,South
E025,2023-10-06,3915.69,553,South
E026,2023-09-06,8864.95,553,West
E027,2023-01-24,4097.54,591,West
E028,2023-01-16,3302.56,143,East
E029,2023-10-08,3253.32,822,West
E030,2023-09-01,4802.0,697,South
E031,2023-08-28,1111.1,750,West
E032,2023-09-29,5793.48,429,West
E033,2023-07-09,4001.01,530,West
E034,2023-05-17,4605.61,809,West
E035,2023-12-15,3348.99,279,North
E036,2023-12-11,1151.32,778,South
E037,2023-07-29,2342.94,774,North
E038,2023-02-11,5617.6,307,South
E039,2023-12-07,4384.43,713,West
E040,2023-02-17,2268.06,692,South
E041,2023-04-24,9456.59,519,West
E042,2023-03-14,9322.35,300,East
E043,2023-07-12,4801.0,447,North
E044,2023-03-29,8475.99,305,East
E045,2023-09-18,8594.24,838,East
E046,2023-12-14,3505.94,957,South
E047,2023-05-01,2969.6,232,East
E048,2023-05-31,5601.06,625,East
E049,2023-07-23,7817.02,295,North
E050,2023-09-17,6140.11,416,North
E051,2023-12-05,3931.27,247,West
E052,2023-03-13,9635.74,304,West
E053,2023-05-18,8609.16,343,West
E054,2023-09-21,9317.87,604,East
E055,2023-09-03,1772.1,233,West
E056,2023-01-24,9222.98,947,West
E057,2023-11-06,5187.34,778,West
E058,2023-06-16,4290.36,740,North
E059,2023-01-13,9482.91,780,South
E060,2023-01-02,4446.79,816,South
E061,2023-04-25,6941.56,661,South
E062,2023-11-17,9532.14,405,North
E063,2023-11-02,2372.64,601,East
E064,2023-12-05,6459.2,194,West
E065,2023-02-06,2440.79,770,South
E066,2023-02-11,8097.48,220,West
E067,2023-05-31,4696.91,137,West
E068,2023-03-12,4657.55,109,North
E069,2023-03-23,5713.39,153,North
E070,2023-10-10,2496.43,415,West
E071,2023-09-01,9123.84,476,West
E072,2023-08-26,5449.94,271,South
E073,2023-04-28,1646.35,618,South
E074,2023-12-13,7839.26,861,East
E075,2023-06-06,7857.75,229,East
E076,2023-11-24,3005.75,953,West
E077,2023-01-24,3038.22,623,West
E078,2023-06-27,3309.65,974,West
E079,2023-11-22,7938.17,805,East
E080,2023-06-19,8790.47,355,South
E081,2023-05-30,5474.22,423,West
E082,2023-01-11,7762.14,430,North
E083,2023-12-02,7338.5,441,East
E084,2023-01-30,4658.46,498,West
E085,2023-09-22,9141.03,176,South
E086,2023-02-16,5205.32,237,East
E087,2023-10-28,3982.92,820,South
E088,2023-07-19,8726.16,114,East
E089,2023-05-08,6698.81,827,North
E090,2023-01-09,7064.17,739,North
E091,2023-08-14,7346.66,102,South
E092,2023-03-21,9696.83,560,North
E093,2023-09-08,4218.4,452,West
E094,2023-05-05,8606.27,659,East
E095,2023-07-16,1065.65,285,West
E096,2023-01-13,6235.43,859,North
E097,2023-11-25,9027.68,135,South
E098,2023-09-08,1291.84,858,South
E099,2023-12-13,9844.45,707,North
E100,2023-04-02,9837.22,728,East
E001,2023-01-02,8965.52,726,North
E002,2023-12-29,2970.85,230,East
E003,2023-02-14,1305.94,348,North
E004,2023-10-13,3589.63,635,West
E005,2023-11-30,7843.75,977,East
E006,2023-03-13,9863.87,890,East
E007,2023-07-17,4717.03,590,South
E008,2023-08-20,4306.64,811,East
E009,2023-06-03,9379.23,964,East
E010,2023-07-07,8268.32,884,East
E011,2023-04-23,7982.65,886,East
E012,2023-08-24,2876.45,783,East
E013,2023-06-30,3773.17,206,West
E014,2023-09-10,1574.87,838,West
E015,2023-04-20,4097.35,831,North
E016,2023-07-26,3625.09,728,West
E017,2023-08-10,2952.02,704,East
E018,2023-10-02,8976.31,576,West
E019,2023-03-11,9151.2,542,North
E020,2023-03-17,4321.31,577,South
E021,2023-10-15,3309.92,110,North
E022,2023-01-09,1676.17,369,North
E023,2023-08-27,9841.29,752,South
E024,2023-07-29,7387.68,899,South
E025,2023-05-26,1781.16,256,North
E026,2023-10-05,6538.42,551,North
E027,2023-08-27,1065.67,242,South
E028,2023-09-04,4690.15,556,North
E029,2023-03-26,5136.21,148,West
E030,2023-04-12,3615.23,629,South
E031,2023-03-13,4979.61,756,East
E032,2023-07-27,6372.1,279,North
E033,2023-05-21,8431.7,875,West
E034,2023-05-24,4261.65,662,East
E035,2023-06-26,8051.04,548,West
E036,2023-08-22,4893.84,686,South
E037,2023-05-16,6809.47,986,North
E038,2023-12-15,7422.81,703,West
E039,2023-02-04,1612.29,948,West
E040,2023-09-04,6142.69,845,West
E041,2023-05-25,1240.27,892,South
E042,2023-07-14,4635.22,923,West
E043,2023-05-28,1992.43,171,East
E044,2023-02-16,8495.18,103,West
E045,2023-09-30,9714.54,457,South
E046,2023-04-30,4732.96,297,West
E047,2023-12-18,5408.31,766,West
E048,2023-10-12,2977.52,374,North
E049,2023-12-30,1432.92,698,East
E050,2023-12-06,8367.55,206,East
E051,2023-07-11,8199.13,213,West
E052,2023-04-28,8914.86,959,North
E053,2023-11-28,5356.08,140,North
E054,2023-09-05,2616.19,341,North
E055,2023-10-17,9234.21,528,East
E056,2023-10-23,1810.21,810,South
E057,2023-08-06,4554.66,582,South
E058,2023-12-09,7987.35,429,South
E059,2023-04-20,1312.24,819,South
E060,2023-11-06,4768.62,577,West
E061,2023-05-12,5820.19,799,East
E062,2023-12-13,7534.77,491,South
E063,2023-08-14,7184.68,329,South
E064,2023-07-15,5542.71,798,East
E065,2023-01-12,8107.92,784,North
E066,2023-10-02,4968.4,809,North
E067,2023-11-21,5591.93,200,South
E068,2023-11-03,3068.44,880,West
E069,2023-12-23,2390.17,573,North
E070,2023-05-09,6562.46,332,North
E071,2023-06-26,3064.92,408,West
E072,2023-12-05,3959.99,883,West
E073,2023-02-04,9252.57,428,North
E074,2023-09-14,8213.41,154,North
E075,2023-10-21,7291.24,631,East
E076,2023-08-14,4229.45,716,South
E077,2023-06-22,8072.33,148,South
E078,2023-11-06,9826.42,538,South
E079,2023-10-28,3629.32,279,East
E080,2023-07-08,6572.9,874,East
E081,2023-10-04,2997.44,115,East
E082,2023-05-06,1903.08,443,West
E083,2023-01-31,8359.16,534,South
E084,2023-02-26,9891.88,565,East
E085,2023-06-22,1138.97,947,North
E086,2023-05-19,8158.02,701,West
E087,2023-10-10,8638.77,115,West
E088,2023-03-21,2769.39,601,East
E089,2023-02-11,8933.16,466,North
E090,2023-03-23,4364.06,350,North
E091,2023-10-12,4157.87,475,South
E092,2023-07-30,8897.93,984,East
E093,2023-10-10,4818.25,414,East
E094,2023-05-26,4437.27,261,North
E095,2023-01-29,6060.84,293,West
E096,2023-07-03,2918.93,956,South
E097,2023-01-16,2994.96,795,North
E098,2023-06-29,7632.74,172,West
E099,2023-06-21,7529.66,385,West
E100,2023-11-26,1206.74,501,East
E001,2023-01-15,1777.51,796,West
E002,2023-02-16,8824.94,494,North
E003,2023-09-12,6939.47,310,North
E004,2023-09-17,4924.73,887,South
E005,2023-01-09,5555.03,819,East
E006,2023-08-25,5859.05,667,West
E007,2023-03-05,5723.78,737,South
E008,2023-01-18,5104.14,230,East
E009,2023-05-13,9040.82,766,North
E010,2023-01-15,4960.11,731,North
E011,2023-02-20,9468.28,562,East
E012,2023-07-16,4195.65,103,East
E013,2023-10-26,7251.77,132,North
E014,2023-07-04,8403.18,370,South
E015,2023-09-21,9401.17,844,West
E016,2023-03-24,1404.38,117,North
E017,2023-04-11,5744.74,299,West
E018,2023-10-24,2592.49,103,West
E019,2023-03-25,2951.85,600,West
E020,2023-09-15,2176.16,158,North
E021,2023-11-23,6803.68,132,East
E022,2023-08-17,5042.24,286,North
E023,2023-02-19,9560.76,126,South
E024,2023-04-21,3330.72,675,West
E025,2023-02-16,3976.22,806,East
E026,2023-04-02,3763.81,663,South
E027,2023-12-08,5994.8,185,South
E028,2023-06-29,1672.0,210,West
E029,2023-02-05,1112.17,797,West
E030,2023-01-04,9935.67,477,East
E031,2023-01-26,8818.94,409,South
E032,2023-09-28,8763.11,185,West
E033,2023-03-29,3219.0,850,South
E034,2023-01-21,4113.8,912,West
E035,2023-09-07,9045.51,957,East
E036,2023-11-27,4428.98,118,West
E037,2023-12-17,3866.52,144,South
E038,2023-08-06,2746.0,413,West
E039,2023-09-04,4595.68,822,West
E040,2023-08-19,1197.51,540,North
E041,2023-07-05,7528.67,796,North
E042,2023-05-22,1015.02,750,West
E043,2023-09-18,1031.41,572,West
E044,2023-09-10,3020.03,298,West
E045,2023-04-08,8382.06,423,East
E046,2023-01-19,9524.5,545,North
E047,2023-03-11,3009.59,802,South
E048,2023-07-31,3324.57,593,West
E049,2023-06-13,8157.39,799,East
E050,2023-02-17,5551.85,899,North
E051,2023-07-06,4433.4,173,West
E052,2023-02-11,4330.47,865,South
E053,2023-03-19,8483.0,949,East
E054,2023-11-05,3442.86,733,West
E055,2023-01-20,1216.13,223,North
E056,2023-10-18,2628.27,731,North
E057,2023-05-14,6453.76,801,East
E058,2023-01-10,8238.77,875,North
E059,2023-04-10,3563.81,238,South
E060,2023-03-10,9739.06,534,East
E061,2023-08-26,4811.23,173,West
E062,2023-09-23,6220.52,958,East
E063,2023-07-05,2048.27,498,East
E064,2023-01-30,1120.86,684,North
E065,2023-10-18,1815.21,791,East
E066,2023-04-15,1201.63,502,South
E067,2023-06-11,1980.45,719,East
E068,2023-09-11,6417.77,638,West
E069,2023-03-24,4363.89,517,West
E070,2023-11-16,4704.01,337,East
E071,2023-08-11,5586.21,756,East
E072,2023-08-19,7717.11,722,East
E073,2023-03-01,8223.36,728,East
E074,2023-01-01,1809.27,903,South
E075,2023-01-27,9967.23,352,West
E076,2023-08-07,6833.51,377,East
E077,2023-10-03,3855.95,187,South
E078,2023-05-30,1111.87,888,East
E079,2023-07-24,4111.88,672,East
E080,2023-03-24,2461.83,825,West
E081,2023-10-06,5404.25,666,North
E082,2023-04-12,6660.74,507,South
E083,2023-11-17,2726.42,576,North
E084,2023-09-22,3639.62,152,South
E085,2023-08-27,9987.55,706,North
E086,2023-05-28,5407.02,891,South
E087,2023-11-10,2646.78,351,South
E088,2023-05-13,9120.53,240,East
E089,2023-12-04,9962.33,925,North
E090,2023-08-25,5076.55,557,East
E091,2023-03-11,7764.55,651,East
E092,2023-10-10,6328.35,621,East
E093,2023-03-06,6102.58,234,East
E094,2023-01-21,3152.61,336,North
E095,2023-12-02,2091.22,285,North
E096,2023-12-11,6192.22,224,East
E097,2023-01-09,4543.67,548,West
E098,2023-01-26,8588.91,270,South
E099,2023-02-17,8702.16,805,North
E100,2023-06-30,3470.91,852,East
E001,2023-02-12,1821.5,342,South
E002,2023-10-18,5108.11,975,West
E003,2023-09-24,8601.01,875,East
E004,2023-03-06,2680.97,222,South
E005,2023-05-10,4734.71,257,South
E006,2024-01-01,2222.77,803,East
E007,2023-08-06,7919.94,216,North
E008,2023-05-09,3665.77,243,West
E009,2023-02-20,2364.24,768,East
E010,2023-10-12,1776.47,957,North
E011,2023-08-01,5161.67,290,East
E012,2023-01-19,1665.2,995,East
E013,2023-06-30,6373.05,257,West
E014,2023-02-09,1055.44,755,East
E015,2023-09-30,5552.67,509,North
E016,2023-08-27,9861.25,551,South
E017,2023-06-02,7262.96,830,North
E018,2023-10-18,1885.74,917,West
E019,2023-05-07,8798.34,640,South
E020,2023-05-20,4974.45,873,North
E021,2023-02-21,6286.82,566,South
E022,2023-02-15,2455.97,373,North
E023,2023-11-10,3331.89,472,West
E024,2023-02-07,9779.12,468,South
E025,2023-11-14,4068.2,926,South
E026,2023-09-05,8051.12,975,South
E027,2023-04-28,3704.21,715,North
E028,2023-11-14,5874.65,538,West
E029,2023-02-15,6862.92,723,East
E030,2023-01-30,6199.72,890,South
E031,2023-01-17,8011.66,727,West
E032,2023-09-20,4905.81,407,South
E033,2023-04-27,7407.83,483,West
E034,2023-09-22,7254.24,597,South
E035,2023-07-09,3752.12,584,East
E036,2023-01-14,8706.8,414,East
E037,2023-05-21,4518.96,147,South
E038,2023-08-10,7397.54,181,South
E039,2023-05-24,6432.91,758,North
E040,2023-11-23,7995.27,606,West
E041,2023-02-28,1807.61,741,South
E042,2023-10-17,1304.15,319,West
E043,2023-07-27,4689.36,519,West
E044,2023-12-15,5359.93,548,South
E045,2023-07-03,6227.28,488,East
E046,2023-12-31,9267.67,511,South
E047,2023-07-17,4153.83,482,South
E048,2023-10-06,2243.39,367,South
E049,2023-10-17,5909.36,837,North
E050,2023-12-07,5279.76,564,East
E051,2023-02-26,7725.72,668,South
E052,2023-05-21,1222.87,816,North
E053,2023-11-01,5058.05,966,South
E054,2023-10-04,6621.75,196,North
E055,2023-09-12,7390.33,448,West
E056,2023-02-03,2272.75,945,East
E057,2023-07-27,4817.28,410,North
E058,2023-06-27,3649.43,336,North
E059,2023-06-07,8616.2,395,East
E060,2023-06-24,1381.67,998,West
E061,2023-03-05,9076.39,735,East
E062,2023-12-31,7048.5,853,North
E063,2023-11-23,4729.95,633,North
E064,2023-12-31,3750.09,130,North
E065,2023-03-18,4153.23,974,North
E066,2023-09-24,9288.32,818,North
E067,2023-02-15,2503.68,687,East
E068,2023-02-01,7123.38,812,North
E069,2023-09-03,1024.5,232,North
E070,2023-01-20,9926.35,723,West
E071,2023-09-30,7743.34,485,West
E072,2023-11-17,4517.6,529,West
E073,2023-07-20,7621.89,452,West
E074,2023-04-13,8242.98,364,North
E075,2023-10-28,8901.76,275,West
E076,2023-05-14,3588.35,900,East
E077,2023-01-04,3603.29,530,North
E078,2023-07-18,2221.44,489,West
E079,2023-11-16,7342.37,711,West
E080,2023-12-19,2197.21,771,North
E081,2023-12-28,2931.46,188,West
E082,2023-10-30,4719.2,304,South
E083,2023-02-23,4675.45,192,North
E084,2023-05-29,7543.41,168,West
E085,2023-11-17,1139.43,658,West
E086,2023-09-09,2878.74,118,North
E087,2023-01-11,3549.52,465,North
E088,2023-04-19,1644.48,272,North
E089,2023-09-10,2246.99,824,West
E090,2023-07-10,6460.3,495,North
E091,2023-11-28,5929.69,230,North
E092,2023-05-15,5682.95,654,North
E093,2023-03-24,1980.2,291,North
E094,2023-06-12,3246.58,178,East
E095,2023-08-18,2116.84,888,South
E096,2023-06-19,7932.66,263,North
E097,2023-08-02,8205.07,149,West
E098,2023-12-09,9447.11,549,West
E099,2023-03-12,3459.15,414,North
E100,2023-11-30,9336.88,747,West
E001,2023-04-04,5645.95,414,South
E002,2023-04-05,5093.25,810,North
E003,2023-09-03,9144.41,224,South
E004,2023-02-14,1444.66,215,North
E005,2023-09-19,5116.82,673,North
E006,2023-07-11,8573.72,915,North
E007,2023-09-25,5956.35,696,North
E008,2023-01-05,1298.84,594,East
E009,2023-03-09,2739.65,964,West
E010,2023-09-28,6344.64,899,South
E011,2023-04-29,4436.36,261,East
E012,2023-07-02,5746.53,328,East
E013,2023-06-10,5481.87,618,East
E014,2023-05-12,9164.45,284,East
E015,2023-12-22,7505.93,291,North
E016,2023-07-30,7936.98,654,South
E017,2023-06-18,6477.39,857,North
E018,2023-11-12,5416.54,505,North
E019,2023-01-03,5213.06,964,East
E020,2023-02-10,9396.34,748,North
E021,2023-08-28,2046.42,676,West
E022,2023-10-27,2673.24,275,East
E023,2023-03-10,3503.34,853,East
E024,2023-11-17,8342.78,669,West
E025,2023-04-19,7089.49,359,South
E026,2023-03-17,6080.98,511,North
E027,2023-11-17,1199.52,330,West
E028,2023-02-25,6356.01,562,North
E029,2023-02-28,1413.55,844,East
E030,2023-01-14,5957.25,912,West
E031,2023-08-01,8177.68,614,South
E032,2023-02-07,5010.51,282,West
E033,2023-05-31,1591.19,682,South
E034,2023-03-17,9368.41,694,North
E035,2023-01-13,2426.59,492,South
E036,2023-06-02,6297.44,807,North
E037,2023-02-14,8010.38,959,East
E038,2023-01-13,5221.19,915,South
E039,2023-01-14,4545.68,569,South
E040,2023-03-24,1853.86,816,East
E041,2023-06-16,7573.17,768,South
E042,2023-02-25,7916.95,198,East
E043,2023-02-19,6982.42,677,South
E044,2023-08-19,2425.37,739,West
E045,2023-01-05,2177.63,707,West
E046,2023-11-03,3321.19,673,North
E047,2023-03-09,9019.6,204,South
E048,2023-05-29,4664.03,119,North
E049,2023-06-02,8565.48,946,East
E050,2023-05-08,4787.72,974,South
E051,2023-06-04,6548.27,619,West
E052,2023-11-25,9916.78,921,South
E053,2023-11-06,8867.58,216,East
E054,2023-07-07,2135.57,160,North
E055,2023-06-17,4303.7,221,East
E056,2023-05-20,8945.53,199,South
E057,2023-06-12,4800.77,727,West
E058,2023-05-26,5307.83,371,West
E059,2023-09-30,2539.17,760,South
E060,2023-03-08,2225.98,663,East
E061,2023-04-07,8773.39,697,West
E062,2024-01-01,9356.98,271,South
E063,2023-02-22,9404.66,713,South
E064,2023-08-29,7521.77,937,South
E065,2023-12-30,2640.39,806,South
E066,2023-08-02,6743.43,773,North
E067,2023-08-02,1088.67,678,South
E068,2023-06-23,8295.04,107,South
E069,2023-11-15,8729.31,654,North
E070,2023-06-21,1903.5,510,East
E071,2023-06-10,7318.33,667,West
E072,2023-05-27,1957.95,765,West
E073,2023-11-18,3825.87,465,South
E074,2023-06-03,9012.87,760,North
E075,2023-05-08,2531.98,937,South
E076,2023-07-13,8948.04,694,North
E077,2023-06-27,4607.9,669,West
E078,2023-05-28,5345.72,612,West
E079,2023-05-13,6954.45,858,West
E080,2023-11-03,9068.27,537,North
E081,2023-12-19,6618.23,726,East
E082,2023-08-09,7139.97,775,West
E083,2023-05-07,8901.51,118,West
E084,2023-07-26,1253.8,519,South
E085,2023-10-08,2897.11,428,East
E086,2023-01-12,5211.56,206,North
E087,2023-03-22,2784.3,808,East
E088,2023-01-14,9663.28,676,South
E089,2023-05-15,3779.92,460,West
E090,2023-11-04,2429.98,261,South
E091,2023-09-06,4520.43,952,East
E092,2023-09-17,5427.19,166,North
E093,2023-05-17,3724.41,787,East
E094,2023-07-30,8074.47,126,South
E095,2023-07-26,3136.05,552,North
E096,2023-12-28,4839.07,673,South
E097,2023-06-11,6948.75,192,South
E098,2023-04-23,4464.02,447,East
E099,2023-11-06,2710.65,841,South
E100,2023-06-29,7126.86,983,South
E001,2023-03-23,1123.05,988,North
E002,2023-02-14,3114.69,526,East
E003,2023-02-13,9093.79,190,East
E004,2023-08-26,9002.09,790,West
E005,2023-06-15,2611.37,654,West
E006,2023-11-29,7082.95,863,East
E007,2023-02-24,7382.63,986,East
E008,2023-07-14,7789.83,887,South
E009,2023-03-15,9515.0,125,North
E010,2023-11-27,1285.64,169,East
E011,2023-08-31,6971.91,871,West
E012,2023-03-21,4998.85,317,South
E013,2023-02-07,4789.52,740,West
E014,2023-11-17,4098.5,564,East
E015,2023-07-29,6867.61,848,North
E016,2023-09-17,7883.98,555,West
E017,2023-06-03,3019.06,885,North
E018,2023-06-05,8825.15,700,North
E019,2023-05-14,3398.62,341,North
E020,2023-02-11,2352.71,386,South
E021,2023-01-10,3515.43,495,West
E022,2023-11-08,1950.76,317,East
E023,2023-04-03,4248.47,260,North
E024,2023-09-04,9674.79,230,West
E025,2023-02-16,7537.28,911,North
E026,2023-04-20,5417.67,335,North
E027,2023-11-07,2628.94,589,West
E028,2023-03-13,9537.96,526,East
E029,2024-01-01,9518.2,538,North
E030,2023-07-24,3253.55,860,South
E031,2023-02-15,9421.08,758,East
E032,2023-03-24,9542.53,629,South
E033,2023-02-02,9796.87,271,West
E034,2023-11-06,6495.97,749,East
E035,2023-05-01,4855.38,236,East
E036,2023-08-01,3818.97,239,East
E037,2023-03-02,8861.96,139,West
E038,2023-05-13,8504.04,982,North
E039,2023-02-09,5894.96,621,West
E040,2023-06-03,5099.4,896,East
E041,2023-09-17,4493.8,471,North
E042,2023-10-08,1210.1,717,East
E043,2023-01-04,7830.94,235,South
E044,2023-05-07,3765.7,655,East
E045,2023-11-12,9965.83,524,South
E046,2023-08-20,1418.67,149,South
E047,2023-06-01,3276.36,463,South
E048,2023-09-25,8565.72,783,South
E049,2023-10-30,8298.13,766,West
E050,2023-04-03,2685.59,727,East
E051,2023-08-01,4959.2,469,West
E052,2023-05-24,6115.41,880,East
E053,2023-03-27,8246.47,274,North
E054,2023-07-09,1089.09,733,South
E055,2023-11-07,3412.31,184,South
E056,2023-05-07,9957.6,110,North
E057,2023-04-17,1958.23,659,North
E058,2023-02-19,7879.92,632,East
E059,2023-07-20,2248.85,683,West
E060,2023-08-13,1426.35,772,East
E061,2023-03-03,1861.54,710,East
E062,2023-10-15,1978.58,369,North
E063,2023-10-10,2792.45,268,North
E064,2023-01-09,5638.01,906,West
E065,2023-11-14,7113.09,674,East
E066,2023-08-09,9688.3,501,East
E067,2023-02-08,1683.49,187,North
E068,2023-03-11,7230.54,376,West
E069,2023-06-09,8636.38,871,East
E070,2023-11-02,1673.59,903,West
E071,2023-02-12,3955.76,935,East
E072,2023-04-26,8115.13,767,East
E073,2023-02-07,7626.34,309,East
E074,2023-12-29,7605.64,101,South
E075,2023-09-29,7081.79,809,North
E076,2023-01-29,8402.87,305,North
E077,2023-07-24,1799.46,994,West
E078,2023-10-09,4634.94,248,South
E079,2023-04-09,4627.16,567,West
E080,2023-12-04,9200.37,266,South
E081,2023-09-16,4782.17,242,South
E082,2023-01-05,6909.38,522,South
E083,2023-04-23,3371.26,401,North
E084,2023-12-27,5310.07,574,East
E085,2023-10-03,7656.43,651,East
E086,2023-02-21,6086.73,972,East
E087,2023-01-09,8363.76,851,North
E088,2023-05-04,5081.99,259,North
E089,2023-09-08,6067.28,501,North
E090,2023-03-24,4406.52,452,South
E091,2023-06-18,9134.04,438,South
E092,2023-03-21,3933.61,406,West
E093,2023-10-06,1229.39,851,West
E094,2023-04-09,8617.2,741,East
E095,2023-08-11,4007.99,249,North
E096,2023-05-25,1334.03,163,North
E097,2023-09-03,6008.97,968,East
E098,2023-06-19,8976.73,425,West
E099,2023-12-04,6331.45,532,North
E100,2023-08-05,4196.53,926,South
E001,2023-02-18,8031.55,788,South
E002,2023-11-18,2042.43,844,East
E003,2023-06-15,9838.18,498,South
E004,2023-02-01,9098.18,539,South
E005,2023-03-18,1256.25,605,South
E006,2023-03-23,8445.02,516,East
E007,2023-06-12,3405.89,201,West
E008,2023-05-02,7369.15,433,West
E009,2023-08-25,4788.43,321,East
E010,2023-06-23,7523.04,131,West
E011,2023-06-04,5333.69,689,West
E012,2023-11-22,3967.43,545,West
E013,2023-08-23,3457.03,386,West
E014,2023-05-24,6826.5,209,North
E015,2023-01-12,5280.87,865,North
E016,2023-05-17,3460.53,186,North
E017,2023-04-19,5063.83,295,West
E018,2023-03-09,6412.46,899,West
E019,2023-11-09,8036.96,840,East
E020,2023-08-05,3047.25,794,East
E021,2023-12-09,2970.31,236,South
E022,2023-08-06,2813.05,768,North
E023,2023-02-12,8693.7,957,West
E024,2023-09-11,2946.75,145,North
E025,2023-11-18,8165.13,665,West
E026,2023-01-16,7883.39,398,East
E027,2023-04-03,6176.89,505,East
E028,2023-05-08,5497.45,399,North
E029,2023-04-28,8755.82,701,South
E030,2023-09-07,3780.65,217,West
E031,2023-11-07,7411.63,579,South
E032,2023-07-19,1003.71,743,North
E033,2023-01-14,6780.37,406,North
E034,2023-09-23,1162.74,830,East
E035,2023-10-13,2049.51,686,East
E036,2023-09-23,8016.0,894,North
E037,2023-08-22,7876.91,832,West
E038,2023-12-09,4342.0,687,West
E039,2023-10-22,8288.2,758,East
E040,2023-10-03,3076.19,881,West
E041,2023-09-22,3248.22,655,North
E042,2023-11-15,9196.86,303,East
E043,2023-02-20,4847.76,696,East
E044,2023-10-31,6789.96,344,West
E045,2023-12-19,7631.63,887,South
E046,2023-03-01,6034.41,169,East
E047,2023-05-14,9412.53,993,East
E048,2023-08-22,7920.15,282,South
E049,2023-04-04,4346.82,303,East
E050,2023-03-02,3636.8,219,South
E051,2023-09-06,4061.54,455,East
E052,2023-08-05,3447.85,196,North
E053,2023-12-05,2256.0,309,North
E054,2023-10-21,6455.91,850,East
E055,2023-12-20,6884.53,672,North
E056,2023-07-02,2278.36,476,East
E057,2023-03-15,1500.77,464,South
E058,2023-04-23,8132.87,638,East
E059,2023-11-29,6684.52,222,West
E060,2023-03-22,6009.04,579,West
E061,2023-11-13,7361.9,899,East
E062,2023-08-09,7609.85,641,South
E063,2023-10-16,4230.24,410,North
E064,2023-07-21,9979.31,702,South
E065,2023-11-25,1671.87,468,South
E066,2023-11-27,3737.76,108,West
E067,2023-03-10,6207.12,778,South
E068,2023-11-30,1827.71,782,North
E069,2023-06-03,6471.57,874,South
E070,2023-05-12,9596.08,896,North
E071,2023-07-27,6341.91,821,South
E072,2023-07-17,1720.09,350,West
E073,2023-05-24,4721.01,557,North
E074,2023-10-14,7894.24,393,East
E075,2023-12-19,4138.78,247,South
E076,2023-09-07,6747.49,330,East
E077,2023-03-06,1312.76,348,North
E078,2023-12-13,7777.2,422,North
E079,2023-10-18,7773.65,953,North
E080,2023-03-06,8632.32,842,West
E081,2023-11-23,5021.22,592,South
E082,2023-08-24,6262.8,550,West
E083,2023-02-18,1041.76,369,South
E084,2023-10-10,5962.44,444,South
E085,2023-10-05,4210.47,621,North
E086,2023-11-04,5340.49,868,East
E087,2023-07-10,4545.39,564,South
E088,2023-06-03,6123.95,493,West
E089,2023-01-30,5252.55,874,South
E090,2023-02-22,9813.07,299,West
E091,2023-06-14,4172.5,744,East
E092,2023-04-25,4908.53,531,South
E093,2023-08-27,5113.9,780,West
E094,2023-07-10,4191.31,552,West
E095,2023-11-02,4059.49,731,South
E096,2023-04-24,9738.58,704,North
E097,2023-01-08,8967.68,385,East
E098,2023-06-21,1232.59,758,South
E099,2023-12-02,9266.89,883,North
E100,2023-12-27,8075.95,791,North
E001,2023-11-29,2126.76,954,West
E002,2023-06-26,2718.51,238,East
E003,2023-02-11,6149.64,524,North
E004,2023-12-28,4817.11,556,West
E005,2023-12-03,4302.64,213,West
E006,2023-05-06,4779.39,954,North
E007,2023-01-17,1610.9,943,South
E008,2023-10-08,5345.14,991,East
E009,2023-02-14,8860.94,713,South
E010,2023-09-22,8250.25,836,West
E011,2023-08-13,4282.76,808,East
E012,2023-07-30,7565.01,260,East
E013,2023-05-07,4170.28,869,North
E014,2023-07-06,3764.62,630,East
E015,2023-11-22,4469.96,910,West
E016,2023-07-05,8551.49,184,South
E017,2023-11-14,4997.17,325,North
E018,2023-03-15,5792.97,124,North
E019,2023-01-30,5674.81,558,South
E020,2023-04-19,9106.55,844,South
E021,2023-12-30,5049.55,131,East
E022,2023-06-10,2845.86,809,North
E023,2023-05-09,2708.17,248,North
E024,2023-04-07,9449.95,533,South
E025,2023-03-25,5971.54,134,West
E026,2023-03-31,4724.84,780,South
E027,2023-09-28,4435.06,632,West
E028,2023-11-26,1713.22,559,East
E029,2023-06-13,3762.59,526,North
E030,2023-08-19,2307.16,165,East
E031,2023-09-08,6660.01,102,West
E032,2023-12-09,4143.56,321,West
E033,2023-11-15,5297.96,700,South
E034,2023-09-15,7764.27,643,West
E035,2023-06-20,6925.78,831,West
E036,2023-05-11,8948.32,207,West
E037,2023-03-13,6146.55,390,South
E038,2023-12-23,8497.68,526,South
E039,2023-06-20,8664.97,171,West
E040,2023-05-28,4355.49,417,East
E041,2023-01-19,2111.57,753,West
E042,2023-11-06,2374.45,397,South
E043,2023-02-17,5145.72,294,North
E044,2023-10-26,7361.25,827,West
E045,2023-03-08,1062.52,840,North
E046,2023-01-26,1079.88,328,South
E047,2023-04-15,8842.84,520,North
E048,2023-04-05,3963.34,466,South
E049,2023-04-10,2822.44,579,West
E050,2023-10-10,6463.1,488,West
E051,2023-05-31,1766.26,549,North
E052,2023-11-27,5233.96,888,North
E053,2023-08-20,7733.53,921,South
E054,2023-02-23,7510.16,250,West
E055,2023-06-26,3102.01,758,South
E056,2023-08-14,7528.96,684,West
E057,2023-01-04,3110.51,250,East
